
805,551.5
806,652.2
807,652.9
808,653.6
809,554.3
810,655
811,555.7
812,556.4
813,557.1
814,557.8
815,558.5
816,659.2
817,659.9
818,660.6
819,561.3
820,662
821,662.7
822,663.4
823,564.1
824,564.8
825,665.5
826,666.2
827,666.9
828,667.6
829,668.3
830,569
831,569.7
832,570.4
833,571.1
834,671.8
835,572.5
836,673.2
837,673.9
838,574.6
839,575.3
840,676
841,676.7
842,577.4
843,678.1
844,678.8
845,579.5
846,580.2
847,680.9
848,681.6
849,682.3
850,583
851,683.7
852,584.4
853,585.1
854,685.8
855,686.5
856,687.2
857,587.9
858,588.6
859,589.3
860,590
861,690.7
862,691.4
863,592.1
864,692.8
865,593.5
866,594.2
867,694.9
868,695.6
869,596.3
870,697
871,597.7
872,698.4
873,699.1
874,599.8
875,700.5
876,701.2
877,701.9
878,602.6
879,703.3
880,604
881,704.7
882,705.4
883,606.1
884,706.8
885,707.5
886,608.2
887,708.9
888,609.6
889,610.3
890,711
891,711.7
892,712.4
893,713.1
894,613.8
895,714.5
896,615.2
897,615.9
898,716.6
899,617.3
900,618
901,618.7
902,719.4
903,720.1
904,720.8
905,621.5
906,722.2
907,722.9
908,623.6
909,724.3
910,625
911,625.7
912,726.4
913,727.1
914,627.8
915,628.5
916,629.2
917,629.9
918,730.6
919,731.3
920,632
921,632.7
922,733.4
923,634.1
924,734.8
925,735.5
926,736.2
927,736.9
928,637.6
929,738.3
930,639
931,739.7
932,740.4
933,741.1
934,741.8
935,642.5
936,643.2
937,743.9
938,744.6
939,745.3
940,646
941,746.7
942,647.4
943,648.1
944,648.8
945,749.5
946,650.2
947,750.9
948,751.6
949,652.3
950,753
951,753.7
952,754.4
953,655.1
954,755.8
955,656.5
956,657.2
957,657.9
958,658.6
959,659.3
960,760
961,760.7
962,661.4
963,662.1
964,762.8
965,763.5
966,664.2
967,764.9
968,665.6
969,766.3
970,667
971,767.7
972,768.4
973,769.1
974,769.8
975,770.5
976,671.2
977,771.9
978,672.6
979,773.3
980,774
981,774.7
982,675.4
983,676.1
984,676.8
985,777.5
986,778.2
987,778.9
988,779.6
989,680.3
990,781
991,781.7
992,782.4
993,683.1
994,783.8
995,684.5
996,685.2
997,785.9
998,786.6
999,787.3
1000,788
